YearsExperience,Salary
1.0,75775.76
8.6,126399.24
3.3,58102.0
5.4,147951.0
9.3,85091.62
5.0,45130.13
5.7,112626.46
6.3,91327.31
5.1,41823.78
7.5,95789.64
0.3,114961.29
0.6,148687.31
4.5,133274.34
8.8,47569.74
5.0,86881.98
0.6,129051.3
9.8,141929.76
4.7,90266.72
2.1,125397.61
4.1,52691.78
7.8,77475.13
8.8,77796.15
7.1,52130.11
3.6,58328.11
7.5,47115.7
7.9,81616.9
0.6,97609.35
7.6,144925.38
1.7,86428.88
5.1,130078.81
5.0,96645.55
0.5,75339.89
9.7,130830.52
2.0,93143.24
7.0,69011.59
9.0,103880.57
5.7,77312.79
0.7,88316.86
8.0,43767.95
3.9,89401.67
7.0,90418.82
3.3,112137.81
8.2,106318.71
1.3,128719.81
6.4,84100.39
3.4,78995.34
0.8,58426.88
0.3,120940.1
8.7,109343.78
4.3,73114.28
5.0,64090.15
9.9,121835.7
6.0,136147.56
0.2,43522.71
1.8,97724.61
9.0,53641.5
1.1,127113.8
9.6,64510.81
9.3,138965.1
7.3,90794.24
4.0,99607.64
3.8,128259.93
2.9,76546.03
6.5,123902.43
3.0,53885.85
7.8,80134.45
4.9,74967.85
5.7,137441.32
8.8,138162.75
4.9,146325.96
9.2,132507.61
5.1,87065.67
9.8,70807.34
1.1,44740.07
1.5,49300.07
7.3,98383.92
0.6,79225.42
1.0,89118.91
0.0,81192.76
1.8,40734.26
0.2,86663.14
7.7,62737.76
4.7,101476.49
5.8,148372.51
1.3,81830.63
8.3,47431.33
7.3,51029.24
4.7,69303.16
3.4,59795.28
9.9,127727.66
6.5,56189.09
8.1,81126.22
1.8,131767.84
6.7,91323.08
9.1,140022.68
5.9,71053.5
4.5,146550.74
1.6,123499.61
7.8,103186.45
6.8,89815.69
4.8,83349.29
6.7,113573.82
9.6,85006.5
8.1,67285.8
8.2,140621.74
3.8,148836.62
0.2,41587.6
6.2,95346.84
9.6,70124.29
6.2,144070.52
6.7,86734.44
5.8,136196.86
6.4,62965.42
5.1,144239.63
9.8,105311.23
9.9,83884.53
4.6,67784.41
7.7,113591.91
0.5,56753.89
5.9,110272.54
4.5,68391.2
1.4,147652.52
0.3,42065.1
9.6,147120.88
4.4,132299.27
9.3,58788.03
6.9,81886.5
1.1,95477.0
3.9,106826.25
5.9,81031.06
6.7,110404.33
2.6,50706.17
5.0,68082.31
2.4,84208.31
5.1,75158.28
8.6,83683.38
9.7,60078.61
3.0,115800.94
6.6,55383.61
7.0,108329.28
1.4,144224.19
4.3,118474.45
6.7,141342.64
3.4,60082.97
10.0,60600.88
9.9,100412.67
8.8,120251.43
4.2,135295.97
8.9,46187.24
3.5,113863.49
1.1,77363.85
6.5,44427.24
4.0,44526.43
0.8,46636.75
0.2,43111.94
3.6,58499.6
8.4,49213.19
9.5,133186.45
8.0,97967.54
3.1,133469.48
2.0,132819.37
7.8,96322.32
8.3,106491.5
5.0,46147.44
6.3,96157.75
4.2,54849.67
1.9,63714.88
3.2,46550.41
1.1,72341.03
1.0,90936.3
7.4,138091.98
7.3,112229.73
4.6,120154.39
9.1,72484.39
6.8,43526.75
8.2,72532.77
0.4,51792.98
7.3,101987.96
4.0,99223.51
4.8,141311.49
1.8,147046.62
2.7,43905.62
4.3,73257.29
2.1,58879.56
9.0,117294.27
0.2,51571.25
3.7,135725.02
6.6,81229.39
9.7,92114.61
3.5,81650.34
5.7,119223.55
7.6,40468.78
8.0,112520.66
1.6,121938.74
7.8,44992.53
6.0,125724.9
8.5,69089.96
4.8,41227.25
2.3,66773.85
9.0,122446.06
5.7,90684.32
7.2,52412.07
6.9,61406.57
7.0,147145.64
2.8,92298.75
7.3,107833.77
1.8,110394.34
6.5,123205.14
8.1,100417.4
2.2,130765.26
5.4,40649.63
0.1,125341.04
2.9,53283.64
4.1,45610.69
3.0,73243.03
4.4,59997.64
8.2,70141.58
9.8,127094.58
8.5,69186.07
9.4,109786.07
0.5,45891.3
5.7,66196.07
9.2,51130.12
4.0,75310.68
6.3,54524.21
3.5,145971.7
0.5,65280.73
9.9,87914.84
3.6,46649.18
2.9,92175.8
5.3,67734.95
3.9,121105.81
4.9,105496.36
4.1,149076.6
4.1,144324.16
7.7,57975.8
1.5,125574.4
7.0,131224.63
2.2,102829.15
7.9,118234.08
7.2,122441.57
3.9,90146.61
8.1,128686.78
0.8,62349.89
6.8,131500.92
2.2,56509.93
3.2,87374.46
3.3,91776.13
9.8,77667.6
8.5,144775.42
6.4,108009.86
5.4,89271.89
3.8,83653.0
4.7,120461.82
5.8,131264.47
7.9,41499.2
7.9,128005.1
4.4,100903.42
3.8,59414.96
5.9,119044.51
0.6,123957.52
8.6,149825.01
2.0,47558.52
4.4,115069.25
5.0,44126.99
1.2,71190.64
0.0,46327.86
4.5,98571.89
1.6,97363.14
0.1,96511.7
1.9,70168.85
7.5,46605.85
9.0,51836.85
9.0,130278.95
3.2,68860.39
7.0,101115.73
6.4,105065.68
2.3,111475.9
3.8,68588.65
5.3,137892.02
0.4,139360.22
1.9,85949.29
8.3,96365.63
8.9,94494.25
8.7,79587.31
9.7,52727.51
8.5,45711.87
3.4,50286.39
5.6,95451.0
6.3,144974.81
2.1,41739.57
1.1,107991.81
1.9,65340.14
1.9,130311.02
7.6,51122.12
5.2,114159.95
7.8,67470.14
4.4,125263.3
2.0,112848.47
8.8,119035.45
4.4,59225.77
5.6,139718.13
5.0,112994.66
9.0,144072.45
6.7,105466.76
5.9,64941.11
5.8,67521.08
7.0,43442.44
1.6,144726.35
7.5,66187.81
8.8,140940.22
1.0,128934.24
2.0,61820.29
4.8,70672.52
9.6,42046.05
7.0,73635.25
5.5,42783.5
4.5,47418.54
8.1,62466.26
2.0,93768.6
9.3,50668.38
7.9,87432.59
3.7,106506.64
0.6,145682.2
9.0,78327.93
8.7,97677.4
8.4,111381.49
2.4,84770.28
2.1,112148.13
0.1,134845.21
8.9,132890.86
3.3,80134.76
2.3,115379.71
4.4,148589.52
5.2,71352.27
2.6,102439.37
8.5,133279.41
6.9,133950.42
2.5,103213.88
4.4,73127.21
7.5,49686.47
7.8,117557.39
7.2,88976.83
9.7,41560.39
7.5,42849.12
7.6,111056.3
7.0,120283.57
4.1,87220.95
4.6,121498.47
0.9,120528.89
1.2,53416.71
4.0,91193.24
8.8,85168.17
9.7,98063.76
4.6,133954.51
1.7,128114.98
7.7,124384.01
9.6,53805.5
5.6,70480.31
7.8,119088.69
4.2,50571.22
1.2,117006.89
7.2,116913.6
1.0,81424.57
6.1,100677.43
7.7,95694.65
0.5,91228.48
3.9,134414.09
7.3,79282.75
4.1,93860.13
7.9,120500.51
9.0,72697.42
0.5,92800.56
7.5,99244.9
3.2,117345.5
6.6,106585.92
6.9,76540.93
10.0,67493.83
8.7,82207.41
6.5,52498.58
3.1,45015.13
4.5,130641.03
9.0,134547.01
7.6,79774.44
0.3,67405.1
1.5,65524.22
4.8,132959.76
4.6,62445.02
0.3,116117.14
1.1,66896.27
9.2,131876.53
5.9,93621.94
2.5,117919.35
6.1,41195.07
8.4,58983.08
3.5,124021.52
7.1,117719.73
4.2,81602.14
2.0,149278.83
7.9,109153.52
8.5,129192.25
7.4,53880.89
7.6,132910.26
0.0,136047.81
0.1,90689.88
0.4,66582.39
4.0,75219.63
0.2,81188.35
5.7,144767.33
0.9,64808.55
4.3,71952.7
7.2,149838.45
1.9,118270.78
1.1,79801.73
0.3,145362.95
3.4,60726.3
7.8,149562.93
1.3,131220.56
1.0,54776.07
8.6,111313.84
0.1,40767.57
9.9,71227.64
5.0,77849.05
2.6,82717.25
9.4,124794.57
6.8,105887.21
9.9,53169.82
2.5,67303.49
0.3,75948.27
7.4,79423.01
6.7,47382.04
9.7,99989.11
8.7,43683.14
7.3,65377.04
1.0,121772.14
4.5,45455.94
9.1,87701.19
0.9,125383.59
6.4,56590.77
8.3,112423.1
4.7,127296.08
8.2,71997.38
1.0,104044.46
2.0,71749.52
8.5,96330.17
9.7,101105.09
2.8,120656.6
2.7,125651.29
5.7,119978.2
7.1,48554.18
3.1,97651.89
7.7,116205.56
3.2,71832.45
0.3,55370.97
1.1,72717.11
0.6,96284.26
0.6,147460.41
8.5,137793.43
7.2,74341.13
1.2,91760.97
8.7,137704.73
9.3,137128.8
5.4,67739.17
5.0,113228.95
4.5,114627.4
5.8,96095.59
8.6,69500.11
3.0,120614.13
3.1,79090.07
2.6,118113.23
6.4,147629.05
8.0,49326.43
9.9,96870.22
6.9,87153.77
0.8,75116.79
9.5,111823.49
8.6,71862.34
4.3,142743.29
5.0,135585.91
3.6,68728.82
0.9,46552.74
0.1,84130.61
2.0,113820.78
8.1,140132.34
7.7,108509.29
0.6,128991.3
5.0,87773.12
7.0,119803.2
7.4,85730.94
4.0,142858.74
8.1,94086.94
5.7,119547.54
9.3,118132.11
3.0,148689.95
8.6,101807.56
9.6,140365.86
7.3,108899.56
6.6,147218.07
9.4,101293.24
2.0,93158.67
3.8,147911.06
6.5,79846.4
2.3,106014.55
8.8,117632.54
0.9,99344.59
5.4,90736.03
9.0,65596.78
4.6,40843.51
6.9,109265.72
9.5,67837.63
7.7,84687.85
9.4,101668.09
7.8,82959.95
6.1,118180.75
6.2,55975.28
4.8,65216.93
6.8,126443.03
3.4,136336.08
1.4,74200.23
1.8,69155.16
9.1,79072.82
1.3,88067.83
9.5,60799.62
5.4,104862.19
0.0,101440.1
1.0,72578.54
1.4,137073.95
4.7,57513.72
0.1,64204.55
8.5,60028.47
6.3,96922.4
7.8,143894.84
3.9,73146.49
2.2,43115.2
9.6,89818.94
9.3,145047.86
3.6,91777.3
7.5,108681.8
0.4,137548.04
2.1,51923.08
7.0,52970.85
2.2,97704.18
2.8,141271.93
6.4,108111.86
5.8,130097.99
6.4,121380.32
0.1,73293.12
8.7,109068.51
1.8,92660.65
8.3,102736.01
5.4,98348.52
9.8,104562.45
7.9,133510.23
1.3,121062.9
3.7,112662.8
5.4,70779.54
4.7,65680.04
2.9,50331.23
0.2,98796.11
3.4,67369.91
1.8,91898.28
9.9,113182.54
7.6,53689.88
9.3,122383.66
9.3,139003.69
5.5,122158.71
2.3,41375.56
9.8,59730.04
9.5,72872.76
5.1,142826.0
8.3,91930.08
5.5,78370.63
2.3,138554.48
1.4,144829.97
7.2,92541.69
5.4,102606.88
0.8,62976.83
1.3,134466.79
6.3,67604.21
9.9,104973.61
5.4,78910.64
6.3,113942.77
2.9,95364.69
6.1,84911.24
8.2,42564.63
4.3,139110.34
1.6,41836.79
9.0,102876.64
4.9,49683.54
5.5,107279.06
7.2,63681.06
8.1,64675.39
3.0,50260.76
0.6,106827.4
0.6,83301.03
7.5,132507.89
5.0,59689.46
2.4,53486.1
4.6,148955.07
4.1,147699.67
0.3,140974.09
5.5,138916.3
8.2,122615.49
6.8,53780.75
4.9,123807.92
3.7,116510.43
3.5,49200.47
5.7,136997.15
4.9,136002.58
4.9,87803.91
9.0,139144.33
3.9,132440.8
6.9,119117.08
9.0,53836.61
0.6,55402.06
6.1,68923.07
5.3,118756.16
8.8,139949.21
0.2,55679.42
5.0,89804.0
1.5,76309.39
6.4,110370.05
7.7,63064.49
4.1,141166.78
4.8,100393.91
4.8,61236.85
5.3,82726.98
4.9,55731.96
8.1,147612.42
0.7,101676.01
7.4,52996.44
4.4,68452.75
10.0,136972.42
6.6,41061.84
3.1,106485.0
5.5,111870.79
4.2,70205.5
4.5,148707.86
7.2,104178.33
3.3,118984.97
3.8,95232.46
5.2,109724.61
0.8,109266.07
3.5,47618.48
2.2,133009.91
7.4,96291.82
7.3,77721.2
5.2,136224.1
6.6,103384.93
2.7,121347.96
7.7,59794.41
9.7,128740.75
9.1,83856.24
5.3,139374.08
1.0,78317.68
8.3,58415.66
1.9,96800.58
2.6,80676.69
9.0,91304.62
6.8,138457.69
0.9,107618.73
6.2,117234.51
8.8,55078.44
3.5,99129.19
7.6,125647.13
8.4,65426.68
0.2,61853.39
5.3,57588.21
7.8,69510.61
3.2,68469.15
3.1,71894.78
1.9,147816.12
7.7,130930.57
1.6,129941.17
2.8,64534.88
0.2,81290.33
4.5,98722.04
5.8,70873.95
4.1,142765.25
5.2,143041.87
3.6,140357.24
8.3,140772.52
7.6,54473.92
9.7,40896.5
4.5,143331.43
6.4,56263.12
8.3,143146.99
6.6,56577.9
1.3,128934.94
1.9,146359.36
8.1,124866.56
5.2,144448.96
9.3,149594.76
0.2,139516.97
4.8,54449.6
4.9,47754.24
1.5,72506.76
3.5,138920.79
3.0,126404.09
8.6,138217.46
3.9,143624.68
3.7,119222.16
4.5,148401.51
2.8,69305.98
3.8,109269.72
5.1,116804.03
2.6,42657.67
3.2,68958.35
4.1,104859.95
4.3,113408.45
1.6,97934.68
8.6,146667.74
7.5,123130.43
6.2,119291.55
2.2,95420.68
6.0,114454.29
9.1,85998.17
1.4,48147.56
3.6,103521.06
2.1,109770.49
0.5,122875.4
9.3,146652.48
7.0,60489.9
1.2,57186.84
1.3,40776.02
6.3,98811.01
5.7,140248.48
4.4,129708.33
2.5,85740.68
7.9,148499.41
7.8,139751.2
7.0,103762.96
3.8,75565.3
6.3,137881.44
6.3,123107.56
8.3,82856.62
3.3,40515.59
4.4,98558.31
2.6,84241.61
8.7,89552.64
1.6,67624.88
9.3,64283.05
2.5,57083.03
4.9,106683.33
1.5,131931.65
5.6,132345.42
7.0,45922.41
2.2,100137.35
3.6,133028.77
2.7,125764.48
8.4,79609.15
8.8,73439.42
8.3,106136.45
6.9,116745.26
4.6,67226.33
2.5,75635.87
8.1,66377.92
1.2,112157.83
2.9,55123.19
7.6,146293.2
5.5,109558.38
1.3,90194.03
8.9,61523.95
0.7,138101.58
2.0,82981.13
9.7,41781.18
5.1,99354.8
9.8,136487.83
3.4,119640.73
3.5,59065.94
2.7,103063.46
8.7,147762.91
4.2,129626.51
6.8,58585.32
5.8,55153.26
9.3,149061.03
9.3,77695.9
2.2,135986.31
5.2,44345.15
6.4,97909.8
1.3,137320.45
6.5,128857.46
9.7,123455.5
4.4,48005.28
1.4,118793.21
0.6,84946.13
6.3,109673.62
6.7,139592.72
5.7,94492.0
8.0,53217.56
0.1,145707.13
4.0,102118.7
5.6,115296.81
5.3,48508.91
0.5,119638.68
2.7,96201.5
3.1,141592.35
8.3,127253.24
4.2,60752.24
2.8,42237.41
5.1,74349.2
1.9,146544.56
3.2,114862.07
1.0,75607.48
6.1,60563.96
4.7,40104.13
3.1,72816.65
4.8,87636.11
2.6,44263.79
9.1,79653.97
9.0,91273.43
9.1,85062.4
6.2,130475.16
4.4,145078.55
5.5,46773.67
0.5,54246.81
6.8,145731.78
1.3,104327.08
0.4,124449.91
5.6,44296.28
7.4,137167.75
8.8,75876.67
8.1,40508.04
7.2,124356.31
9.7,119414.38
7.3,115740.29
4.4,146962.19
5.4,130534.99
6.4,123999.57
7.3,149236.39
3.0,138391.03
6.0,139515.94
0.2,73636.84
6.3,51219.11
5.1,99236.4
4.2,93556.59
5.3,68147.04
7.9,75164.21
9.6,108959.22
5.7,139991.59
8.7,122066.56
7.9,135946.22
8.5,81255.56
1.6,46484.94
7.8,86332.61
5.7,138349.16
8.4,130765.22
3.7,56814.14
4.9,102819.3
1.9,106425.58
7.2,95473.96
3.7,98179.55
5.4,64920.5
5.3,95172.56
6.6,89906.45
0.6,125372.84
7.5,105152.09
8.9,61722.81
2.4,73558.4
1.7,102906.28
0.3,126228.94
0.1,114721.18
5.5,94593.6
0.8,89195.31
3.0,66145.81
7.6,53546.82
3.8,46843.96
9.0,109755.45
6.2,80442.94
9.7,136385.21
6.2,146730.39
3.3,52658.16
9.5,49811.06
8.6,62431.47
6.8,92804.79
4.8,90250.49
5.1,127391.94
6.8,111321.01
3.4,110574.24
3.6,98403.05
1.5,66737.52
9.3,55170.53
7.9,103303.88
6.3,142578.59
0.8,109223.69
2.7,77407.41
3.4,62215.79
6.0,95823.37
6.0,61786.74
3.3,138052.1
1.4,50038.34
3.6,117608.55
2.3,92386.17
1.7,114231.95
6.6,80544.32
1.1,69359.41
0.8,74801.29
2.9,145377.86
8.4,97513.66
3.8,56507.97
6.7,111922.94
9.1,120646.15
0.7,121408.97
3.9,66170.79
7.7,107301.73
7.5,104928.55
1.4,77315.5
8.2,73861.11
4.4,64557.7
7.4,97882.38
2.6,49403.48
1.6,120012.95
1.5,131475.63
1.4,98870.64
4.6,134607.81
5.6,83296.02
9.6,68551.67
3.5,89198.42
2.4,147467.83
4.9,132330.36
9.9,130662.95
7.2,109740.3
7.5,62024.85
7.2,112281.08
5.4,98440.77
5.5,63341.94
8.3,91270.78
6.1,108149.14
8.6,47794.33
6.2,103914.22
0.3,95445.9
7.8,139236.23
3.9,82006.36
3.2,100983.76
2.6,141428.04
7.8,134748.26
5.7,128910.94
5.8,64841.75
4.6,146086.95
3.2,78649.29
2.9,100520.72
5.4,73614.09
0.3,109000.72
8.7,125043.6
2.9,107458.94
7.5,144990.65
2.8,125099.21
7.4,56540.76
7.0,93360.58
6.1,139488.82
2.5,83335.69
3.4,117295.96
3.3,73582.9
1.7,44058.76
2.7,144394.11
7.8,64610.94
1.3,132928.61
4.1,123094.26
4.0,72791.25
7.4,45517.32
3.0,42946.55
8.4,110038.37
5.2,75421.95
5.2,52908.17
8.4,61571.76
1.1,105553.66
1.4,146176.56
0.1,147397.79
5.1,92871.94
2.7,42928.35
8.0,87687.96
3.3,75911.19
3.0,123573.47
9.5,73644.11
9.3,118809.1
8.3,51949.84
9.1,81715.78
7.5,83660.27
4.5,99147.87
6.5,80059.5
5.7,143281.2
7.7,61950.49
1.4,108171.74
3.2,65264.64
3.5,92087.55
5.1,73491.02
0.5,123212.0
3.5,59247.9
4.4,139425.12
7.0,92067.66
5.6,118615.92
2.8,89362.53
6.1,84690.63
9.4,97987.77
9.8,104955.81
1.7,65809.2
1.7,89243.62
0.5,144839.58
7.5,63073.3
7.6,66647.2
6.2,115679.57
5.9,89441.96
4.1,148974.86
6.8,132621.69
6.5,120204.59
9.4,80465.51
1.5,82976.83
5.7,62996.67
1.4,70313.26
7.5,140020.43
1.8,47887.64
8.2,74884.74
4.3,113778.04
0.5,139694.89
6.0,46548.69
0.6,56080.61
4.0,94355.16
7.9,138400.51
0.9,146847.46
8.2,122933.54
7.5,57854.11
2.4,65281.27
4.8,69990.09
4.7,90552.78
2.9,120618.55
6.5,98399.48
3.9,97871.32
9.1,97508.2
6.1,109701.35
1.5,73223.54
8.3,52218.84
5.3,100628.34
8.8,106226.15
3.7,137895.1
5.7,52248.01
2.3,93079.51
8.8,148172.01
4.2,119520.34
5.9,115224.69
0.0,140178.71
4.7,72745.69
8.4,73614.8
2.8,59655.47
3.5,123356.49
0.0,43720.03
6.9,56430.02
0.4,70432.5
9.1,54695.02
1.8,88534.04
8.7,74102.17
4.1,122622.53
0.6,58844.78
4.9,149390.07
0.0,84646.93
6.0,119108.83
0.2,95607.43
2.8,99379.07
3.4,65373.66
3.9,92777.76
3.4,66069.67
3.1,46141.76
1.0,54038.28
2.0,113444.06
0.8,50511.75
7.8,71114.3
3.1,86988.65
0.1,54039.99
2.5,81979.27
0.1,80724.68
6.2,121738.31
4.4,121025.05
0.9,49033.59
0.2,92056.89
4.8,135280.06
1.3,52852.12
3.0,146626.76
8.7,82524.36
3.2,122954.57
5.2,48132.49
8.2,85634.72
3.1,62988.13
2.8,91867.99
4.9,67579.13
4.0,67846.53
3.7,144166.53
1.9,58733.43
0.4,121259.66
3.3,90461.96
3.1,133501.68
1.8,94420.06
8.8,85179.36
8.9,55261.49
7.8,115868.6
6.4,77085.84
2.1,82025.46
2.3,117380.83
1.3,115810.1
2.0,127209.71
2.8,49491.92
3.6,96466.92
4.2,122893.04
6.0,133803.63
9.1,44980.01
0.5,140008.69
2.9,88833.75
5.4,54786.31
5.1,105803.54
7.3,57469.92
6.1,45146.0
1.0,117389.26
6.5,105958.97
1.0,42698.7
9.3,85489.74
0.0,104276.84
8.1,72227.75
4.2,128260.85
5.5,134053.67
9.3,76050.12
7.6,46846.95
1.3,142042.0
9.1,144481.49
0.1,88211.46
2.6,97568.16
6.8,46464.61
5.3,95140.15
1.3,62852.52
7.6,98669.41
8.4,136586.25
8.9,148369.12
1.6,40580.37
6.8,124817.85
1.1,110969.55
0.6,101425.35
6.6,141952.12
9.0,139925.8
8.1,104047.72
7.5,94539.68
7.7,123457.66
3.3,133684.27
6.6,56846.24
8.8,87987.28
7.4,46066.28
10.0,60133.02
7.3,44300.49
2.2,71582.46
1.1,113080.47
9.2,46939.18
6.8,135059.28
1.6,47826.48
9.8,139365.0
7.9,106697.97
6.6,58408.7
2.1,108443.14
3.7,71577.98
3.6,129294.67
5.4,135238.58
0.5,119659.97
9.2,121264.6
3.5,107405.44
6.9,58325.96
6.7,101732.94
2.1,73500.45
9.1,139195.58
7.1,49023.47
1.6,40642.78
2.7,123024.92
4.6,125284.2
0.1,59009.29
2.4,121233.15
6.7,113886.06
7.1,76663.79
6.8,112053.07
3.9,132981.8
6.0,111545.23
3.2,82367.99
4.3,51767.71
7.2,44813.81
2.9,98953.68
4.9,47698.07
6.3,133601.46
6.2,127938.75
5.4,108746.12
3.0,48451.66
1.4,42790.76
3.2,134661.76
2.8,115843.91
4.1,90708.76
8.3,136758.32
9.7,107685.09
0.8,100817.59
9.3,40261.71
3.1,103771.08
9.4,118131.43
4.1,42652.75
0.2,74875.95
8.3,130695.1
2.8,104409.3
3.5,122725.45
1.2,63583.54
6.2,61563.42
10.0,82832.06
2.3,116257.29
2.7,89068.16
0.6,47324.48
0.1,127956.33
9.0,148572.34
3.3,84313.66
1.8,99632.87
2.4,122463.88
6.4,104572.39
5.0,97887.23
8.4,73718.68
5.5,49080.86
6.3,148354.33
7.9,49780.75
3.1,92049.48
0.6,128417.03
3.0,91910.36
1.3,143290.21
9.4,122758.14
4.3,52822.9
3.4,63404.01
2.6,48737.34
5.0,59237.26
9.6,66578.85
8.2,111014.06
0.7,68694.59
3.4,135856.54
1.6,135416.49
5.0,73605.4
7.3,47894.6
9.7,41743.01
0.9,72197.98
4.9,126545.28
2.0,48478.22
6.8,140461.13
0.2,113082.53
5.6,49165.6
7.0,135679.96
8.0,97441.59
5.3,128716.44
1.1,130696.73
8.7,149886.9
4.1,72834.21
2.4,125627.89
5.2,57134.64
8.3,148111.46
8.5,62433.95
2.7,103937.24
2.8,125897.69
9.7,94313.42
4.1,113395.62
8.5,96074.71
0.0,117131.04
8.6,63649.96
0.5,108919.34
5.7,70297.09
4.1,71821.63
4.2,63182.62
4.0,65759.71
1.4,148643.39
4.8,72568.22
9.7,105980.01
5.4,111315.84
8.3,90120.65
6.5,42019.37
6.8,129132.99
5.9,99874.44
0.3,117371.56
7.6,126995.7
8.0,90415.84
3.6,142290.77
8.9,88352.94
0.4,94842.55
8.3,133088.81
2.0,48680.19
9.4,50223.11
4.4,128334.0
9.3,76281.37
2.5,109798.42
3.4,96199.82
6.9,45146.32
2.2,130016.0
5.3,105987.26
6.8,64204.93
1.4,47835.87
4.1,69877.55
6.3,115980.48
7.6,137725.36
2.6,47184.13
9.9,135897.15
1.8,117155.87
5.1,58748.73
3.1,126490.9
7.4,100141.12
4.0,99776.67
7.1,79583.21
9.5,121743.92
4.0,143643.47
8.2,117753.39
7.7,46439.25
0.5,126588.02
8.4,83854.75
6.1,147351.03
0.9,86202.99
9.7,119586.77
9.2,119382.01
0.0,129033.02
4.2,47935.17
5.8,87713.52
1.4,146159.52
9.3,48467.39
6.1,114703.24
5.0,84494.87
2.6,95152.83
9.2,73414.31
5.3,102549.21
0.6,120366.33
0.1,131132.77
4.7,75035.98
5.9,110365.92
1.0,64712.0
7.3,62185.18
0.8,115381.89
4.3,114509.75
7.0,122267.68
1.6,137792.98
8.5,113850.1
7.7,61073.32
9.0,93362.12
8.4,135806.88
4.8,146367.32
3.8,78738.81
4.1,84446.39
5.1,90933.1
7.3,110686.25
8.2,126868.29
9.4,99870.1
5.1,119506.64
9.4,115893.87
2.1,115595.26
7.2,126543.45
6.3,107938.88
7.4,111417.86
6.3,85741.94
8.7,56049.03
6.2,73453.7
9.8,119580.54
4.5,101348.86
4.3,68874.28
9.0,107653.56
7.1,78306.22
7.1,127959.23
5.5,64342.8
0.5,138133.25
4.5,119380.15
4.9,126112.97
2.6,141463.86
2.8,102718.07
8.8,112644.21
0.7,120053.06
2.1,67499.79
8.4,91551.72
5.5,46837.04
9.1,49265.42
2.4,72179.44
5.5,149049.14
0.7,143940.61
8.2,78062.45
6.3,50248.9
2.0,146358.78
3.3,72443.31
8.4,130319.96
2.3,83368.98
0.2,45712.13
9.7,53861.75
8.8,140643.56
4.3,40759.95
8.3,54046.42
2.0,64109.71
5.3,123013.66
6.4,131249.97
10.0,77825.98
6.0,106932.59
9.1,106981.31
5.7,68875.18
5.9,74296.08
7.4,132997.56
0.4,109077.09
3.0,94026.56
1.3,134565.71
2.4,65662.23
5.1,80913.82
0.8,58909.42
3.9,100869.45
0.9,118924.54
4.3,51142.81
3.1,74782.46
1.3,105282.82
6.3,54140.01
5.0,143966.97
6.7,81151.33
4.4,70015.64
4.7,59855.11
5.4,69360.97
0.4,110706.69
9.1,68322.74
7.2,138424.57
4.1,140216.04
0.6,143966.33
6.3,143754.23
8.1,109612.37
3.2,105549.25
3.0,98966.3
8.4,138696.93
9.6,118215.44
6.4,62945.56
5.3,94764.95
1.6,145971.62
6.9,84132.56
4.6,77273.85
9.6,113941.41
3.9,67833.79
7.1,86758.85
1.1,109015.15
4.7,134545.43
0.7,102480.08
0.3,94735.76
0.7,146721.83
9.8,127922.89
6.6,143329.19
6.1,47200.45
3.5,137724.79
3.0,149382.95
0.5,95527.42
5.5,136938.53
4.8,104114.62
5.1,116489.73
7.9,44036.0
0.6,112186.5
5.6,138610.15
0.3,85788.86
7.8,42212.57
7.4,62198.49
0.6,129138.14
0.3,93065.15
1.7,74710.71
9.8,125395.58
4.9,48077.65
2.2,48652.77
4.7,71075.31
6.3,59079.97
7.0,72449.94
6.7,133329.06
9.3,99958.74
7.8,82602.33
5.2,85330.29
5.0,47599.46
1.7,94548.27
8.7,128777.12
4.3,62553.61
9.9,41304.1
8.8,96715.36
2.7,52939.52
9.9,100671.94
6.0,93018.65
6.2,46893.07
3.2,98715.8
3.3,93011.31
0.2,40662.46
8.5,56864.88
2.2,117542.16
3.0,90020.56
0.8,122614.1
9.8,55804.62
1.5,126325.26
6.1,123618.5
4.6,78096.73
5.9,56495.69
8.1,144045.65
8.5,49492.07
9.1,84446.29
6.8,40433.34
4.6,95753.2
7.2,56388.53
1.0,60365.85
3.7,106050.21
8.7,148319.43
4.8,144341.64
0.4,59957.94
7.4,101722.25
4.8,110831.28
8.2,122780.58
2.9,127228.71
6.9,60243.42
0.9,61223.1
4.5,51762.03
9.3,64875.97
0.8,88713.04
4.1,114195.2
3.3,72056.44
1.2,91021.68
2.5,84615.55
1.5,126863.62
8.6,118471.97
1.5,76838.09
4.2,120554.72
8.1,82379.21
7.9,106429.51
9.2,70082.9
4.6,55074.03
5.0,82008.67
7.4,146730.92
9.5,104044.08
7.6,111549.8
9.9,101904.97
2.7,43927.19
0.4,86242.7
2.9,85799.72
7.9,64894.71
9.4,83004.02
4.5,87950.73
4.3,108464.68
2.2,76474.06
1.2,149738.96
0.8,134015.08
7.1,91064.15
1.8,98705.01
5.0,149018.63
1.8,74704.97
3.0,50930.75
0.6,50936.52
3.1,42718.46
2.3,132187.32
8.6,113632.28
6.0,106962.66
2.4,85411.49
2.4,75860.62
6.8,79820.13
1.7,105921.21
4.5,143346.73
2.1,126400.95
7.1,99270.45
9.8,94688.94
9.3,94626.8
3.8,61576.85
7.9,122123.4
3.7,141183.97
7.4,95481.72
6.4,141522.7
3.5,104635.34
5.9,54866.4
4.1,43569.99
9.4,59909.28
