YearsExperience,Salary
3.5,101128.44
0.2,139753.44
7.9,129043.65
6.3,98705.6
3.2,95457.29
3.3,111411.36
3.2,89182.08
5.8,135546.92
7.4,86652.66
5.7,91955.82
2.9,129598.36
0.5,74100.29
5.8,72533.48
1.2,69528.31
8.9,133841.68
8.3,80416.37
6.3,135965.56
8.7,138381.39
6.3,111035.06
9.2,60529.47
6.7,57465.63
0.8,116764.37
3.6,110360.56
0.8,138407.01
6.4,109942.14
1.0,82732.91
7.9,71212.25
0.4,59833.34
1.8,43042.73
8.6,93794.18
0.2,57045.64
1.5,79331.79
5.1,73311.63
7.0,72321.74
5.1,136744.1
9.5,106444.36
2.1,78699.09
3.9,47370.94
0.2,65867.98
2.4,91815.92
9.8,53496.3
5.7,132498.35
4.3,144185.39
2.6,66634.51
5.7,102765.59
5.5,142797.3
3.4,96945.54
3.6,61509.18
5.6,97109.99
7.6,83802.02
3.2,75875.64
4.2,44606.5
1.8,136438.67
8.1,48041.03
9.7,109762.12
4.6,75969.41
5.1,69522.98
7.3,79605.6
7.2,112459.45
2.5,82937.13
3.6,55388.13
4.0,139815.89
9.6,57805.09
2.2,128800.09
6.6,112112.41
3.0,99377.73
6.8,73568.78
2.8,66592.19
1.4,97888.16
3.8,42969.27
8.8,74109.18
4.6,93842.39
7.3,131167.43
0.3,97484.85
5.2,76233.96
1.8,136104.5
5.1,145789.17
2.2,134407.92
2.1,57799.36
3.7,49370.11
8.6,77747.87
9.2,136647.06
2.7,145988.93
0.3,40550.02
1.9,53159.33
5.3,101933.65
0.3,50384.12
6.3,85451.22
7.9,127817.86
6.2,89556.13
4.3,79071.67
4.4,100922.6
3.6,43559.56
0.6,68008.55
7.9,57049.81
7.2,67377.76
6.4,55172.8
2.3,68595.23
4.1,86258.44
6.5,73105.56
4.6,75326.4
1.4,148431.63
6.2,140047.48
6.2,84883.33
2.7,115755.23
4.7,58719.57
2.9,147012.76
8.6,74733.73
7.3,135807.99
3.4,128781.55
2.3,129959.77
10.0,109416.72
2.5,101596.28
6.9,149594.07
5.9,125532.87
4.0,86694.39
9.6,113220.59
0.5,98888.57
5.5,69792.34
6.0,63332.44
4.5,104300.94
5.2,142682.0
3.3,146366.91
1.6,41305.17
4.8,53454.33
2.9,118769.83
3.1,114246.63
8.3,40041.57
9.4,111799.96
9.4,64367.17
2.9,49120.0
6.4,86820.88
6.0,80853.99
8.1,104274.74
5.2,96966.86
9.7,71196.58
3.1,130632.59
6.6,118976.22
7.8,56420.2
4.1,125198.77
1.2,103679.29
4.1,47338.87
0.4,54253.24
0.8,86285.89
1.5,148354.55
9.5,137793.98
0.0,92389.8
9.6,77785.79
5.2,149652.3
5.7,111815.83
1.5,141676.84
4.6,101875.39
4.9,118692.7
6.3,60544.02
7.6,142250.17
7.9,60112.39
9.2,109411.48
3.3,80482.26
4.6,134680.24
9.9,146749.74
0.4,71171.91
5.7,132606.63
1.9,58112.62
7.1,77952.36
7.6,44835.62
7.2,103413.45
3.0,74761.9
4.6,105548.83
5.0,120190.22
3.4,45333.21
3.1,76127.46
0.2,98486.09
2.1,83666.4
9.2,65713.94
4.8,147326.88
5.8,67634.99
8.3,76925.09
7.2,73490.6
9.5,133717.21
5.5,55323.42
9.8,86006.52
4.2,42451.75
2.8,69077.19
4.2,46162.35
2.2,111401.77
6.4,94131.8
6.1,54136.29
0.8,73731.85
3.5,145093.56
0.7,142273.66
1.1,92826.97
2.6,101367.48
7.3,52356.36
4.0,81829.74
7.7,81438.82
8.4,50245.73
4.9,143915.18
5.1,108410.02
9.9,141409.46
8.9,125547.45
0.2,64832.14
4.7,47548.78
2.4,41462.82
3.8,50293.56
0.6,146396.28
8.2,134259.22
5.9,115323.34
5.5,52509.89
2.3,73927.33
6.3,47003.23
2.6,51803.79
0.8,71731.71
2.7,108578.09
2.2,110695.54
3.7,49417.57
1.2,74078.42
6.5,79944.46
4.4,136169.91
4.6,90514.11
2.6,52226.94
7.5,129846.78
4.8,68376.42
5.3,71388.12
3.7,47696.39
6.9,125315.58
9.6,70860.22
5.0,127539.51
4.0,134518.04
9.8,108120.38
2.6,71003.95
7.5,101120.55
0.3,112332.75
3.5,51613.45
4.8,130853.72
9.9,87586.43
7.3,47767.12
3.9,77813.25
4.7,106416.89
1.2,142848.2
5.5,108816.85
6.4,140580.98
3.0,96215.8
2.8,107350.09
3.5,111208.55
3.2,100313.91
5.3,88619.77
9.4,133907.56
1.3,146606.2
3.7,102636.77
2.5,43740.66
2.2,106167.57
8.7,60394.75
1.4,118923.31
5.2,95542.95
6.1,63390.72
6.1,138348.68
6.2,80672.04
3.9,115597.52
0.9,79295.34
1.0,87170.34
6.9,63790.22
9.0,108405.56
1.5,101570.16
4.0,105235.3
9.9,99643.32
9.6,98752.6
1.6,87908.74
5.3,96361.33
8.4,97826.22
9.9,89400.31
5.6,93462.84
2.0,129042.59
6.1,117090.0
9.0,79878.06
9.8,107768.59
3.1,65375.77
9.4,127358.78
9.5,71767.03
2.8,99618.76
6.1,99372.26
2.8,127066.25
9.4,72743.02
7.7,138765.49
0.2,70554.31
3.9,71943.02
2.3,49676.52
6.2,70923.5
5.4,110202.19
8.9,58867.29
5.6,149577.05
10.0,117580.94
6.6,69877.48
2.4,111659.77
6.5,142152.66
0.1,113576.52
3.2,124257.21
0.9,99321.11
5.1,45498.17
3.8,40281.84
9.2,102902.37
4.4,68722.18
4.6,46517.63
5.8,133527.53
4.0,121554.12
7.1,128008.4
8.8,106496.48
5.8,134398.06
1.9,68793.64
4.5,115328.6
8.4,105713.18
6.7,42456.85
8.4,133854.96
1.7,140610.17
1.6,40289.25
7.2,67064.69
3.5,113819.71
5.4,117867.06
1.7,74700.51
1.3,121664.49
2.0,85512.19
7.2,120691.29
4.0,112325.25
2.7,126122.24
3.8,65221.72
2.0,104544.23
5.2,125631.82
0.6,75349.56
6.1,113082.84
1.9,101001.47
3.4,51990.2
4.1,41824.53
3.3,114341.99
8.6,124238.88
3.6,97509.96
2.4,101429.53
6.9,78561.03
6.1,124739.96
4.3,80848.07
9.3,106120.54
5.9,115768.44
5.6,91266.07
8.3,134384.86
1.0,131783.84
5.1,138033.64
9.7,134401.31
9.1,128210.02
9.7,111980.39
6.9,136070.75
6.4,97170.28
5.2,134575.16
6.0,59918.69
0.7,48734.53
5.9,67206.94
7.9,140602.41
0.5,90304.14
4.1,143101.12
7.2,99663.34
1.4,87219.48
2.7,138597.84
9.9,54630.99
9.2,59276.03
7.3,95250.39
9.0,136284.15
5.5,139602.78
5.1,55998.21
4.5,95731.07
5.9,103430.38
4.2,107638.71
7.0,126813.01
6.1,101037.22
5.6,54915.85
9.3,130640.25
2.4,148591.12
7.1,128430.63
3.3,104796.3
1.7,124253.18
6.9,58847.44
6.5,100553.05
2.4,100178.12
5.1,65436.59
2.1,125875.46
2.5,136337.75
7.4,72280.34
5.2,42066.7
7.1,135596.47
1.4,40929.33
3.2,136300.43
7.6,42984.15
3.9,88157.33
2.3,138964.49
4.2,129710.95
7.0,130080.03
9.5,54999.2
4.7,111258.33
8.4,100351.53
7.2,144106.07
8.5,118716.28
8.4,132016.25
4.8,112581.35
3.5,114842.9
6.5,106265.35
1.3,102161.41
3.8,63104.26
1.2,142843.67
6.7,108857.85
4.6,142234.77
3.8,48385.85
7.8,133872.98
4.5,147427.67
6.8,125479.51
1.4,115160.72
0.9,89715.19
3.4,128884.45
3.8,62879.83
6.2,113658.25
4.4,140787.38
3.9,96055.02
2.2,70723.27
9.4,62812.52
2.2,47952.05
3.4,76438.96
3.4,109073.91
8.2,138080.76
2.6,68205.51
7.7,130789.63
0.2,58600.43
7.6,64976.5
3.9,64319.05
8.6,149479.28
5.0,145882.74
9.8,58789.91
8.0,43871.04
6.8,49418.07
5.2,59869.34
9.9,93005.53
3.2,109816.38
4.6,43133.28
1.4,99649.88
9.2,97003.47
3.0,142980.12
3.6,97989.03
9.6,57452.64
6.2,118883.85
1.6,115042.71
7.7,116901.77
1.6,135410.06
9.1,117944.44
5.6,76746.32
9.2,86061.9
5.0,93274.24
1.9,97764.44
6.2,74816.97
0.8,80253.78
8.1,118122.37
0.3,127288.97
0.4,58803.66
1.6,105065.32
2.7,99344.91
7.8,149467.43
8.4,93324.06
3.5,124427.92
9.5,56959.47
0.6,67478.66
8.7,67027.78
5.9,81800.17
1.5,96632.74
8.1,69658.8
7.2,106166.02
3.7,88419.55
6.9,49498.89
1.6,141472.25
2.7,87189.96
5.4,84707.63
5.2,69605.59
7.9,143352.96
6.7,42274.86
7.1,68680.31
4.7,131129.1
2.3,111525.94
0.8,77061.34
0.8,105259.91
3.9,140149.36
8.9,97594.55
2.8,68289.27
6.7,56375.91
1.3,44774.42
3.3,147090.9
6.5,92357.51
0.4,66932.3
5.9,98878.64
1.2,127823.16
6.7,106852.76
9.0,99495.42
8.6,136008.52
3.2,83758.82
6.5,106809.0
7.7,123885.53
6.1,78371.21
4.6,89531.33
6.8,56193.73
3.5,56046.65
6.9,62651.79
1.2,92439.52
4.6,96056.75
9.5,140855.14
7.8,125630.33
5.4,125089.23
7.4,100586.44
10.0,82766.08
3.7,110853.27
1.7,127004.08
0.4,41094.11
0.9,55688.05
8.0,98480.17
8.4,134206.19
7.0,50381.24
6.6,107305.99
6.2,98588.3
9.0,91139.29
2.7,44079.69
9.0,141281.07
1.9,82375.72
0.1,80244.31
1.8,51851.98
6.9,82219.14
4.8,94015.85
9.8,64493.48
1.4,126014.3
5.9,101784.82
6.1,107641.1
9.7,53034.9
6.5,131397.07
9.5,101227.84
9.0,99714.26
3.3,133058.02
4.3,130560.67
1.9,102558.17
6.3,134674.29
8.5,73911.29
2.7,127816.65
0.9,138660.71
3.4,137986.82
6.7,147166.26
5.3,138123.67
8.1,84735.86
2.3,88047.52
9.3,131884.17
1.6,89731.72
5.8,114295.26
4.1,79986.35
2.6,87716.99
3.3,110723.43
2.6,55911.89
0.4,60723.22
4.6,47245.9
7.9,59331.58
0.7,87186.72
5.1,93631.82
2.4,142568.13
4.4,83367.43
5.2,94407.9
2.2,88090.09
7.6,137252.43
1.2,81945.56
2.4,76901.63
9.0,109158.43
7.4,90690.96
8.2,137473.73
3.3,78030.13
4.9,107005.12
4.1,46032.74
9.4,47481.12
0.2,89206.49
6.3,140858.86
7.6,107298.79
8.3,42431.47
0.6,87819.87
5.3,148053.01
3.0,57712.43
3.1,48316.92
1.5,132685.23
2.9,93535.89
3.2,142337.87
3.5,85590.3
0.7,141582.47
4.9,68417.26
2.7,41415.69
4.0,117404.14
5.3,42599.61
7.6,95572.79
4.4,110155.4
8.6,74521.11
7.8,101164.75
3.3,52231.04
7.1,42718.32
1.6,120714.5
5.7,47524.48
1.8,100630.27
0.8,51169.16
5.2,125034.35
8.3,59082.08
1.7,50529.82
1.0,42534.65
9.3,82904.99
7.4,44466.68
9.1,78881.41
2.6,89690.46
9.1,105488.49
4.6,109745.2
5.0,56054.69
7.7,106847.91
7.4,51157.41
9.1,47296.33
6.4,57391.98
1.0,94145.34
9.5,144232.17
4.6,113685.03
7.8,119364.9
8.3,147126.95
9.3,119413.11
6.7,107160.43
8.5,144869.98
2.1,106105.27
8.2,141216.43
1.6,133526.49
2.3,102400.39
9.3,45062.47
4.1,51953.92
5.3,51238.46
7.0,134518.33
7.3,69535.48
9.8,80224.44
0.2,96736.1
9.7,121238.61
6.9,68826.19
4.8,135156.79
5.8,139600.43
10.0,127518.17
9.0,81805.94
2.6,96642.14
2.4,97573.93
6.7,63526.35
9.9,70817.02
2.3,42657.3
2.8,62367.47
7.3,101891.34
9.7,53121.04
2.5,66580.39
3.6,55573.34
0.9,66698.34
3.1,52868.81
4.5,138240.97
1.9,63021.66
5.6,69569.36
9.2,149337.39
6.1,148386.85
0.8,106801.03
4.1,76036.07
3.8,81545.38
7.2,80431.45
1.1,44013.28
4.0,105344.3
9.6,58604.54
9.6,124844.69
2.2,131562.53
8.6,51136.67
6.2,87796.5
9.7,46876.92
3.8,107879.17
9.6,41969.06
5.7,58371.97
0.5,101585.49
6.6,54328.67
8.8,79122.64
6.2,98022.8
2.5,69122.91
9.5,43534.26
4.6,98997.37
0.8,146016.62
0.7,98503.03
9.2,73579.68
8.2,146054.86
1.5,69199.78
7.0,42891.58
6.8,91477.98
9.7,116451.63
7.0,55074.07
9.8,111723.59
4.9,48127.66
3.4,40900.58
0.8,76245.25
6.1,121729.74
2.1,78044.15
5.5,94917.47
5.6,99726.84
0.5,149774.86
7.5,53153.0
0.1,88449.0
4.0,139153.47
8.5,41845.87
0.5,126617.77
0.4,88213.23
4.9,47134.55
3.5,120818.36
3.7,105104.34
9.1,141261.29
3.0,140880.72
1.4,141410.34
8.7,75894.9
7.2,129999.8
1.1,56688.04
6.3,122986.57
9.4,115950.86
5.6,54468.58
2.7,65475.86
0.2,44960.49
1.0,104530.07
6.5,128317.88
6.2,138824.09
8.9,70048.64
0.6,47877.96
5.1,58633.35
4.5,56006.76
7.4,59670.81
2.3,137508.49
3.1,40882.01
8.7,60161.6
8.3,60906.08
0.5,125765.63
9.5,134558.81
0.8,79789.68
7.7,79138.98
7.0,54246.71
5.3,108061.47
2.8,81103.0
6.8,105105.86
7.6,129437.86
4.2,144735.78
1.3,130049.29
4.5,55624.95
1.4,140070.42
6.0,100952.61
3.1,74408.82
8.4,91625.25
6.7,130429.3
9.3,81171.74
9.4,142487.64
1.6,78097.53
3.7,90477.29
5.0,50363.34
3.9,56382.57
7.0,105045.37
8.0,115009.12
8.6,120300.02
9.8,78989.73
2.0,51250.24
3.9,145647.95
3.6,145322.43
9.3,50959.81
3.2,126338.5
7.0,55676.6
5.7,91394.25
6.4,64015.02
8.9,60412.8
6.4,146327.54
2.5,76524.82
9.3,123257.67
2.2,69705.07
4.1,101673.55
8.6,93086.26
5.6,86897.71
8.7,57166.79
4.4,143374.96
6.9,124521.55
9.6,147010.46
6.6,139333.63
7.1,83194.83
9.3,117529.25
0.7,108655.74
9.9,144238.1
0.9,65099.81
2.9,110224.95
6.6,122130.63
6.0,72658.18
6.1,103571.03
2.9,74413.22
6.0,91056.19
2.1,44548.83
5.3,41007.58
4.6,51410.04
3.6,92115.44
8.9,75130.02
0.7,127491.24
3.5,122832.56
5.4,66865.19
5.4,144610.87
3.8,117814.6
3.0,42417.7
0.6,61034.81
0.7,106904.39
0.4,87307.45
0.2,131084.2
4.0,128638.37
1.0,57402.29
9.4,121985.77
9.7,79364.31
2.7,40138.64
9.6,57168.43
6.5,50897.31
7.1,76588.97
3.8,58854.14
3.0,125983.84
0.1,97948.73
6.0,138647.31
8.9,100197.62
5.9,100488.43
0.4,105252.26
8.3,83545.27
8.6,74168.53
4.3,60929.27
6.5,143862.22
7.9,78297.18
5.4,101656.34
9.1,114576.93
6.2,134611.54
4.1,56191.15
4.0,78533.92
0.4,91338.31
5.6,118971.91
2.0,130235.15
1.1,82609.71
5.0,121292.81
3.0,57791.02
7.7,42768.28
5.5,97276.28
9.9,121753.29
5.4,66824.01
5.6,141913.34
9.4,53975.87
4.5,106052.36
4.2,72228.96
2.1,139638.33
9.6,89644.05
2.5,143126.96
6.9,93985.48
9.7,89040.83
7.9,114488.86
3.7,106340.52
8.9,61320.52
5.7,70312.97
5.1,70474.67
0.9,123261.64
1.7,53081.84
2.5,129952.64
0.4,95681.15
5.7,123377.88
1.4,93016.53
4.9,53566.43
5.4,133072.08
3.8,94680.24
8.7,145007.12
0.1,133536.54
0.1,60954.57
7.2,89375.83
7.6,110260.88
4.3,84667.5
9.6,143053.42
4.4,82726.72
9.0,78467.29
7.9,54705.71
1.1,42021.51
1.4,109286.86
7.3,122304.37
2.2,84107.83
3.2,51236.14
4.5,66095.78
1.6,53736.13
7.7,128041.82
7.4,106087.38
1.0,87827.5
8.9,111479.35
3.1,125002.72
6.3,89300.96
9.3,88815.07
7.3,79547.31
2.4,140597.95
7.2,145218.65
3.9,113799.39
9.3,52157.32
3.0,140740.38
7.6,118556.49
1.8,108467.24
3.9,73755.66
4.0,84521.0
7.8,90818.97
5.1,50764.36
4.4,108799.88
4.9,94838.62
9.1,127181.7
8.5,106331.37
5.4,88533.59
3.7,139083.51
8.4,139060.98
8.3,142656.87
6.6,84455.78
3.4,142462.92
5.8,67198.81
8.5,66719.63
8.3,97380.93
9.6,105880.96
2.2,119041.34
3.3,53783.82
5.9,45357.61
4.0,123538.18
7.3,122903.08
5.8,147981.08
2.4,105842.3
4.0,83702.75
6.2,97788.62
0.6,116407.29
2.6,63501.05
6.9,65695.15
2.5,80792.88
4.4,99240.75
2.1,90620.88
9.2,128971.0
4.7,111621.82
3.4,95013.54
2.8,99159.87
7.0,67614.23
1.4,119601.53
3.0,45211.62
8.7,113646.75
0.9,41596.82
9.8,62357.33
3.6,77106.08
0.6,140584.53
9.7,115482.91
9.9,127560.1
9.4,55655.87
3.2,115708.24
6.2,69601.62
4.3,40432.51
6.0,46134.69
8.3,65230.36
0.7,125339.74
2.4,126525.65
3.1,139190.07
4.4,49603.22
2.2,138196.75
3.0,45453.26
5.5,149771.49
8.2,115410.28
7.8,104406.11
2.1,88607.87
0.7,85135.29
8.1,70053.41
4.8,102837.37
8.6,84311.38
6.0,67265.18
5.4,144073.71
1.5,63735.2
7.0,64655.62
5.9,93356.35
9.3,78912.25
4.9,142559.35
0.4,118259.07
9.2,147778.51
6.3,104733.81
6.0,40041.68
3.4,62915.56
9.2,70111.06
3.1,148110.85
9.9,139959.46
9.1,131263.18
7.6,41177.94
6.4,93550.55
3.2,74020.65
9.5,59428.52
3.3,91163.18
2.7,86911.78
2.9,125943.25
5.3,61449.02
7.6,58658.04
2.9,64786.56
0.3,101584.94
3.6,108988.96
5.1,71230.45
1.5,104014.36
7.4,142837.48
8.1,131482.37
9.6,79865.26
5.5,112321.22
0.5,58232.9
1.5,45748.02
1.2,118374.28
4.5,97647.97
4.9,86516.68
5.3,124729.93
6.6,123522.91
0.3,87858.61
5.8,42335.21
0.3,118091.23
0.2,49456.98
2.4,117351.74
0.7,49701.93
1.5,122067.97
4.3,83256.45
3.1,149211.39
9.4,131669.99
9.7,136001.01
5.0,132150.6
6.0,64859.78
9.0,122045.85
6.4,58452.44
9.8,98914.05
7.0,97705.95
4.4,47612.78
3.4,77373.34
4.4,73435.82
8.7,120606.3
4.0,129686.22
8.4,139012.79
1.6,117398.4
8.6,76792.86
7.7,82980.5
9.8,97711.71
4.2,44921.2
2.6,106924.8
4.4,143908.11
7.0,43322.92
9.1,115119.35
9.8,73651.16
4.9,58174.57
7.2,124354.53
5.7,75009.48
4.1,132672.77
2.3,118084.06
0.3,140765.15
0.1,106637.55
4.9,114518.13
6.7,139088.23
0.9,116769.64
2.8,72020.06
2.8,146240.73
7.9,43715.58
6.5,62439.47
1.8,45854.86
2.2,99578.16
8.4,90055.34
3.3,128222.62
5.3,146809.45
9.2,101809.57
2.8,96263.92
0.4,75930.41
3.2,141420.24
2.9,127771.52
5.7,59941.05
4.8,91310.44
2.4,76230.62
3.5,143383.91
1.2,51814.29
6.2,113470.66
2.9,83576.16
2.0,136098.98
1.3,117588.31
4.3,63658.63
2.6,67682.19
6.7,124449.12
9.7,68211.69
6.3,115856.89
0.6,47037.69
4.2,65683.93
8.0,62098.71
8.0,45927.84
7.7,117584.55
3.4,47156.3
9.4,110159.09
2.1,69634.47
7.7,141293.6
1.3,58840.23
0.8,100500.21
8.1,65349.8
9.1,71379.94
8.4,86592.58
7.4,97129.73
4.5,86876.68
7.3,48668.26
5.0,64432.13
9.9,81642.7
5.1,101411.33
7.2,120531.25
1.6,40732.31
4.5,72407.51
6.2,76155.91
4.5,76539.13
1.9,144241.15
4.0,65126.44
5.2,144420.48
7.7,141531.19
2.1,55999.27
8.4,56732.65
5.4,79604.99
4.6,55783.52
5.0,49285.53
7.4,66865.77
1.5,87410.31
7.7,115973.9
7.6,88327.02
9.4,123165.58
7.1,78992.15
4.1,127147.6
8.0,105127.07
0.2,78987.34
7.6,43426.86
7.3,111672.19
0.2,85543.42
2.8,99577.13
1.3,101546.43
0.3,61552.02
9.6,147121.67
6.4,73254.62
5.5,107928.85
7.0,46936.18
0.3,76803.54
6.9,78562.48
6.7,140516.17
7.4,100881.05
4.2,60222.5
6.2,74133.69
0.2,104019.16
2.8,57583.45
8.3,122416.96
2.8,57995.46
5.0,147449.1
4.4,136047.09
5.8,141790.09
3.1,105431.36
0.4,62399.25
4.5,44301.26
5.3,103359.55
7.5,111324.99
7.7,127971.86
8.4,87649.3
9.7,54601.04
8.3,84633.02
2.6,100437.22
9.4,118151.42
4.1,149384.81
1.3,128894.82
2.7,92911.32
1.0,101763.52
9.2,141584.11
3.5,134916.58
5.8,56297.67
0.1,116774.28
9.5,59181.0
8.4,102061.58
8.6,43056.71
0.9,107868.34
1.1,147208.95
6.3,113631.7
9.1,46489.09
4.4,43664.66
8.8,42957.56
2.0,149671.46
4.9,78345.01
8.7,112864.54
5.7,104131.71
4.4,142250.33
4.7,71089.29
8.8,82424.26
0.7,45920.08
2.6,88965.15
4.5,65702.15
3.0,40773.55
8.8,51836.39
0.3,127534.48
1.6,127796.77
4.2,140372.38
1.3,47803.33
3.3,116876.17
1.0,47766.97
8.8,90224.08
7.5,123420.88
7.7,129820.97
8.2,119381.12
5.5,134282.54
10.0,138134.35
6.7,148400.85
2.5,94359.88
4.6,128871.63
7.1,53700.07
8.7,116674.95
7.0,104030.31
4.0,80161.22
9.3,86752.12
3.3,87666.3
1.4,85003.71
1.2,124595.52
0.3,108918.53
4.5,47665.56
9.8,63571.74
0.0,106471.13
8.5,149320.3
0.9,117808.73
5.3,61607.21
2.1,54331.16
9.8,137224.06
7.4,42236.67
8.8,140335.41
8.2,102684.71
8.2,116983.71
4.6,116391.02
8.2,75009.41
2.1,122199.73
7.5,117044.88
4.5,84219.44
8.4,108792.91
0.9,147454.02
6.2,69645.65
2.1,66818.95
0.6,50730.37
9.8,118360.82
8.1,50514.74
2.2,128629.06
8.0,138405.14
0.6,110209.77
3.8,115648.85
1.4,62625.8
4.1,133548.13
8.5,71020.94
1.5,125932.34
1.3,90857.48
8.1,74427.24
8.6,45765.5
1.0,145837.23
5.4,57343.49
5.0,115571.07
1.7,97903.16
6.2,53398.32
8.8,135245.26
5.2,91388.62
8.6,116277.98
5.7,105847.57
7.6,141256.2
4.0,144652.52
6.2,73837.03
2.9,122072.12
4.8,95999.36
5.7,47689.8
4.6,122174.88
0.4,104665.7
6.5,123847.51
3.5,77349.62
5.5,145984.2
0.2,90611.65
1.6,126909.41
7.1,76807.17
4.8,71479.48
4.4,116792.47
4.0,41251.13
7.0,48975.53
2.8,83437.16
9.9,142935.08
2.7,112279.39
8.1,130059.27
8.7,116217.39
1.7,63666.03
7.4,136894.01
3.6,89038.84
10.0,106458.47
0.7,98757.88
8.2,73908.53
7.1,69473.55
7.1,120772.41
3.6,146360.53
2.6,83948.5
0.7,80251.48
8.3,124107.75
3.3,74013.02
5.3,116071.18
7.5,78120.15
6.7,143075.71
5.8,77528.04
9.3,142298.37
9.4,118234.51
4.0,103052.47
3.3,132521.67
6.9,74195.76
8.1,63555.75
5.5,125417.7
2.6,111987.89
2.7,139488.5
5.0,40154.1
8.0,65173.24
4.5,102014.57
0.0,102868.89
1.1,89622.31
2.0,50395.91
5.0,41566.94
8.0,72612.46
5.6,48796.02
9.3,100727.78
9.4,149593.32
1.7,68391.94
9.6,44439.77
7.9,117311.1
5.7,109100.62
7.8,121311.97
3.9,85605.97
2.0,120870.83
4.9,146038.24
7.9,144975.68
6.4,72717.16
2.8,51363.13
8.8,88937.36
8.0,144690.37
1.6,144940.29
4.3,68807.02
6.6,133173.32
9.2,80796.95
0.7,92787.27
7.0,119553.1
0.5,61578.46
0.5,99444.92
3.1,138219.37
3.4,58878.54
8.9,120966.47
3.3,103190.26
2.8,147390.04
6.5,57142.96
3.0,77205.4
0.5,122217.66
6.2,111803.98
3.7,111550.13
1.6,83651.69
3.7,115466.59
4.8,109116.87
7.3,51140.17
9.9,105365.83
9.1,122004.36
5.5,71405.93
9.5,73153.44
1.9,133958.84
4.9,62361.92
5.4,135360.2
2.1,59368.96
1.3,104479.22
2.4,73418.6
8.5,141865.9
9.5,137059.77
3.9,100124.18
9.7,133458.14
2.9,112688.41
7.3,57179.03
4.2,66683.07
4.1,130747.38
3.1,127958.6
7.0,70128.72
6.8,40895.55
5.2,52524.07
0.3,80921.98
7.1,41575.94
8.1,147146.68
8.2,126179.12
2.1,94313.36
3.0,70706.31
8.3,127357.49
8.4,102007.31
5.6,106743.51
7.5,49755.83
8.2,52115.47
8.9,55567.34
5.5,69056.01
1.4,113916.86
9.6,106012.74
6.3,137963.13
8.3,130344.43
7.8,135288.11
0.9,59628.64
5.2,114282.5
8.4,125426.2
6.3,101630.15
1.3,69946.59
8.4,84068.92
7.5,111650.0
1.7,97925.93
9.7,54901.2
4.1,67603.79
5.0,53622.05
0.0,137816.08
3.7,47929.7
5.5,50993.27
4.3,134879.36
2.2,84502.76
0.5,85572.74
0.1,67046.73
4.9,63714.67
3.4,79491.19
6.0,83308.94
4.6,52000.6
6.1,66109.35
8.1,114780.7
9.9,102692.46
2.0,67351.3
4.7,149753.13
1.6,43900.41
6.2,55114.1
1.3,103599.46
1.9,119748.95
9.5,46989.34
8.5,109198.57
6.2,64313.65
1.4,73896.64
7.3,83729.94
3.6,87892.97
1.0,87760.6
6.9,134334.99
3.5,77746.92
9.3,129782.18
6.7,85406.14
6.5,144106.05
8.8,69580.41
5.7,128911.52
1.7,132373.31
0.4,116354.83
8.5,75177.4
1.1,63462.76
3.1,139677.81
0.2,107242.49
1.4,64459.85
3.3,138802.6
1.0,89875.96
8.2,128436.1
3.1,54525.92
1.6,119206.14
3.8,62489.85
1.7,78378.63
6.8,100200.3
4.3,141983.99
1.8,85183.17
1.9,40947.58
3.9,129454.49
3.5,118205.03
9.6,45183.06
9.2,118777.4
3.5,149168.87
4.7,61815.94
8.8,74878.86
4.7,72181.06
4.0,129653.8
9.0,103049.32
6.0,134637.94
9.5,131572.85
3.0,103679.64
4.2,86108.17
8.1,134837.84
5.9,117259.16
9.9,95133.51
6.9,94279.81
4.4,61912.26
3.2,86887.95
4.7,117088.07
5.1,57160.05
2.6,54106.72
7.0,53698.3
6.9,64346.25
7.9,95135.85
9.3,107924.22
5.3,40073.69
8.7,133842.19
7.0,121208.55
7.5,99682.68
5.4,138573.86
1.9,127952.73
4.2,106886.03
3.8,94696.0
3.0,111812.51
3.4,104929.91
9.6,112774.42
2.0,102554.03
1.3,107757.56
8.1,83984.07
3.0,105040.28
9.2,121102.2
5.8,73571.87
1.0,75174.27
5.3,88039.08
0.8,48538.99
1.4,96392.02
8.7,100918.28
1.6,42800.91
9.0,131791.39
7.5,141951.22
6.8,93359.06
7.4,111327.18
5.1,126272.99
4.8,100842.17
4.6,45762.58
9.4,126869.9
9.2,96255.31
4.9,55331.28
1.5,108112.56
5.1,137047.67
9.0,138879.11
4.4,85524.97
9.6,58871.01
9.6,130460.44
3.7,140911.35
7.8,139089.55
6.1,86660.32
7.4,91238.97
9.1,55660.44
9.9,124552.18
5.3,48475.37
4.1,109225.89
0.2,54809.37
3.1,122540.22
4.4,142921.44
0.1,58655.07
7.7,141304.0
0.4,142111.39
9.0,114744.4
6.7,137034.25
6.4,136748.63
1.8,56279.62
4.2,142786.16
6.4,121074.17
5.5,70277.09
7.8,45478.92
4.7,99870.49
1.9,122642.76
9.8,146436.95
1.0,127396.13
6.2,132737.67
7.5,58538.9
1.9,131501.1
9.1,67940.02
9.3,134322.69
0.7,46390.19
5.7,140830.96
1.4,55097.11
4.4,56097.26
3.5,105727.58
4.9,132407.03
7.0,78440.79
5.7,46103.52
5.5,125789.52
4.8,71719.66
9.1,59220.68
6.4,127000.69
5.2,121970.6
2.4,123954.78
